,employer,record_date,comment,overall_result,interesting_tasks,equality,communication,working_conditions,supervisor_behavior,dealing_w_older_colleagues,colleague_cohesion,environmental_social awareness,salary_benefits,career_training,work_life_balance,image,overall_number
994,volkswagen,Mai 2022,Veraltet und rückwärts gewandt. Mobile Arbeit praktisch gestrichen.,not_recommended,2.0,3.0,2.0,1.0,1.0,2.0,3.0,1.0,3.0,3.0,1.0,2.0,0
995,bmwgroup,April 2022,Sackgasse für die Karriere,not_recommended,3.0,2.0,3.0,4.0,4.0,3.0,5.0,4.0,5.0,2.0,5.0,5.0,0
996,merckaa,März 2022,Gute Bezahlung aber massives Stresspotential,recommended,3.0,4.0,4.0,4.0,2.0,2.0,5.0,4.0,3.0,4.0,2.0,4.0,1
997,linde,Juli 2020,Seit der Fusion nicht mehr zu empfehlen,not_recommended,3.0,5.0,3.0,5.0,4.0,5.0,5.0,3.0,4.0,1.0,5.0,3.0,0
998,muenchener-rueckversicherung,Juli 2017,"Münchener Rückversicherungs-Gesellschaft Aktiengesellschaft in München, 3.7 von 5",recommended,4.0,3.0,4.0,3.0,4.0,3.0,4.0,4.0,5.0,3.0,4.0,4.0,1
999,volkswagen,Februar 2022,Für Softwareexperten nicht zu empfehlen,not_recommended,1.0,1.0,2.0,2.0,3.0,3.0,3.0,2.0,2.0,4.0,3.0,3.0,0
1000,fresenius-medical-care,Februar 2020,"Gute Produkte & Service, aber zu wenig Innovation & Verbesserung & Koordination, Ziele zu kurzfristig",recommended,4.0,4.0,2.0,3.0,2.0,3.0,5.0,2.0,2.0,,1.0,5.0,1
1001,fresenius-se,August 2019,"Nur so, alles in allem ganz okay",recommended,3.0,2.0,5.0,3.0,3.0,5.0,3.0,5.0,4.0,4.0,5.0,2.0,1
1002,deutsche-post,April 2022,Profit und Rekordgewinne - Jahr für Jahr,not_recommended,4.0,4.0,4.0,3.0,3.0,3.0,3.0,4.0,4.0,4.0,2.0,4.0,0
1003,hellofresh,Mai 2020,"Schnelles Umfeld, in dem man viel lernen kann",recommended,5.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,5.0,4.0,4.0,5.0,1
1004,henkel-aa,Januar 2022,Keine Perspektive,not_recommended,1.0,1.0,3.0,2.0,2.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,0
1005,bmwgroup,April 2022,Toller Arbeitgeber,recommended,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,1
1006,basf-se,Februar 2022,Spart am Mitarbeiter wo es nur geht,not_recommended,5.0,5.0,2.0,1.0,5.0,2.0,2.0,2.0,2.0,2.0,3.0,2.0,0
1007,deutsche-post,April 2022,Wie ein Zwischenstopp auf der Autobahn,recommended,5.0,2.0,4.0,5.0,4.0,3.0,3.0,1.0,4.0,3.0,4.0,3.0,1
1008,sap,Mai 2022,Produktmanagement und Entwicklung,recommended,5.0,5.0,4.0,5.0,5.0,5.0,5.0,4.0,4.0,5.0,3.0,5.0,1
1009,vonovia-se,Oktober 2021,Top Arbeitgeber,recommended,4.0,5.0,3.0,5.0,5.0,5.0,5.0,5.0,4.0,4.0,4.0,2.0,1
1010,infineon-technologies,Dezember 2021,Top Arbeitgeber,recommended,5.0,5.0,4.0,5.0,4.0,5.0,5.0,4.0,4.0,4.0,5.0,4.0,1
1011,infineon-technologies,Dezember 2021,"Sehr gut: 4,8 von 5 Sternen",recommended,4.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,1
1012,continental-gruppe,April 2022,Ein ekelhaftes Unternehmen FINGER WEG!!!,not_recommended,2.0,2.0,1.0,1.0,3.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,0
1013,rwe,September 2021,Kommunikative Begleitung der ambitionierten Transformation eines Traditionsunternehmens in einem tollen Team,recommended,4.0,5.0,4.0,4.0,5.0,5.0,4.0,5.0,4.0,4.0,4.0,5.0,1
1014,symrise,August 2019,"guter arbeitgeber, erfolgreich, sehr sozial, bin stolz dort zu arbeiten",recommended,4.0,3.0,4.0,4.0,4.0,4.0,3.0,5.0,3.0,4.0,4.0,5.0,1
1015,basf-se,Oktober 2021,Spannend und herausfordernd,recommended,5.0,5.0,5.0,5.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,1
1016,fresenius-medical-care,Oktober 2018,Immer wieder gerne! NephroCare!,recommended,5.0,5.0,5.0,5.0,5.0,5.0,4.0,5.0,5.0,5.0,4.0,5.0,1
1017,infineon-technologies,Dezember 2021,Gute Leistung.,recommended,3.0,5.0,3.0,4.0,4.0,5.0,3.0,4.0,3.0,2.0,4.0,3.0,1
1018,mercedes-benz-group,Januar 2022,Es war mal richtig toll...,not_recommended,3.0,4.0,3.0,4.0,1.0,4.0,5.0,3.0,4.0,2.0,3.0,3.0,0
1019,eon,August 2021,Man steht ständig unter Druck der Vorgesetzten,not_recommended,1.0,2.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,0
1020,henkel-aa,April 2021,Ein guter und sozial eingestellter Arbeitgeber mit vielen Angeboten für die Mitarbeiter.,recommended,3.0,5.0,5.0,5.0,4.0,5.0,5.0,5.0,4.0,5.0,,5.0,1
1021,hannover-rueckversicherung,November 2019,Guter Arbeitgeber,recommended,4.0,5.0,4.0,5.0,4.0,5.0,4.0,5.0,4.0,5.0,5.0,5.0,1
1022,hannover-rueckversicherung,Dezember 2021,Man wird unter falschen Vorstellungen in das Unternehmen gelockt,not_recommended,1.0,1.0,1.0,1.0,1.0,3.0,3.0,2.0,1.0,1.0,5.0,2.0,0
1023,hannover-rueckversicherung,März 2021,Sehr guter Arbeitgeber mit guter Atmosphäre,recommended,4.0,3.0,4.0,4.0,4.0,4.0,4.0,3.0,4.0,4.0,3.0,4.0,1
1024,brenntag,Mai 2022,"Naja, immerhin war das Gehalt immer pünktlich",not_recommended,1.0,3.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,4.0,1.0,0
1025,muenchener-rueckversicherung,Oktober 2019,Guter Arbeitgeber bei gutem Gehalt,recommended,4.0,4.0,4.0,4.0,4.0,4.0,5.0,4.0,5.0,3.0,5.0,5.0,1
1026,covestro-deutschland3,Mai 2019,Gute Work-Life-Balance!,recommended,4.0,3.0,4.0,4.0,4.0,3.0,4.0,5.0,4.0,5.0,4.0,3.0,1
1027,hannover-rueckversicherung,April 2021,Ohne die Hannover Rück als AG wäre ich aufgeschmissen.,recommended,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,5.0,5.0,5.0,1
1028,adidas,Dezember 2021,this has been the best work experience I have ever had,recommended,5.0,5.0,4.0,5.0,5.0,5.0,5.0,5.0,4.0,5.0,5.0,5.0,1
1029,muenchener-rueckversicherung,September 2017,Underwriter,not_recommended,4.0,3.0,3.0,3.0,2.0,1.0,3.0,4.0,4.0,1.0,4.0,4.0,0
1030,mtuaeroengines,März 2022,"Super Arbeitgeber, tolle Kollegen",recommended,5.0,4.0,4.0,5.0,5.0,5.0,5.0,4.0,5.0,4.0,5.0,4.0,1
1031,covestro-deutschland3,Mai 2019,Covestro ist ein sehr familienfreundlicher Arbeitgeber,recommended,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,1
1032,mercedes-benz-group,Mai 2022,"Spannende Abteilung, weniger spannende Aufgaben, grausames Gehalt",not_recommended,2.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,1.0,3.0,3.0,5.0,0
1033,basf-se,Januar 2022,Guter Arbeitgeber,recommended,,,,,,,,,,,,,1
1034,hellofresh,März 2022,Das Wachstum der Firma scheint einigen Mitarbeitenden ordentlich zu Kopf gestiegen zu sein,not_recommended,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0
1035,henkel-aa,Oktober 2021,Kostenmanagement oberstes Ziel,not_recommended,1.0,3.0,5.0,1.0,1.0,2.0,4.0,2.0,4.0,2.0,4.0,4.0,0
1036,hellofresh,April 2022,Vielfältige Aufgaben in einem spannenden Unternehmen mit Vision und tollen Werten,recommended,5.0,5.0,4.0,5.0,4.0,5.0,4.0,5.0,4.0,5.0,4.0,,1
1037,zalando,April 2022,Flexible Arbeitszeiten,not_recommended,5.0,5.0,3.0,,2.0,,4.0,,3.0,,5.0,5.0,0
1038,linde,Mai 2020,Aktuelle Bewertung,not_recommended,3.0,1.0,2.0,3.0,1.0,3.0,3.0,3.0,3.0,1.0,3.0,2.0,0
1039,deutsche-bank,Januar 2022,Neues AT-Modell des KBR/GBR wird zum massenhaften Herabstufen missbraucht! Erst der Anfang.,not_recommended,2.0,1.0,1.0,1.0,1.0,1.0,1.0,5.0,1.0,1.0,1.0,1.0,0
1040,sap,März 2022,Eigentlich alles seht gut,recommended,5.0,5.0,5.0,4.0,5.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,1
1041,mercedes-benz-group,Januar 2022,Gute diese,recommended,,,,,,,,,,,,,1
1042,brenntag,Januar 2020,Könnte schlimmer sein......,recommended,4.0,3.0,1.0,4.0,2.0,4.0,4.0,3.0,3.0,1.0,4.0,4.0,1
1043,hannover-rueckversicherung,September 2020,Sehr fairer Arbeitgeber mit Geben und Nehmen.,recommended,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,1
1044,deutsche-post,Mai 2022,"Mangelhafte arbeitsbedingungen, Direktion mobt die Arbeiter unter dem deckmantel ""Fürsorgliches Mitarbeiter gespräch""",not_recommended,,2.0,1.0,2.0,1.0,3.0,1.0,1.0,1.0,1.0,,2.0,0
1045,deutsche-post,April 2022,In Summe ein top Arbeitgeber!,recommended,5.0,4.0,5.0,3.0,5.0,5.0,4.0,4.0,5.0,5.0,,4.0,1
1046,volkswagen,April 2022,Sehr guter Arbeitgeber,recommended,4.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,1
1047,hannover-rueckversicherung,Mai 2022,Internationaler Arbeitgeber mit guten Karrieremöglichkeiten,recommended,5.0,5.0,4.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,1
1048,rwe,Mai 2020,Dort beginnt die Zukunft. Energy to lead.,recommended,5.0,4.0,5.0,4.0,5.0,5.0,5.0,5.0,5.0,4.0,4.0,5.0,1
1049,infineon-technologies,Dezember 2021,"great employer, I am very pleased with my experience as a working student and I intend to work there for the next year",recommended,4.0,5.0,2.0,5.0,4.0,4.0,5.0,3.0,5.0,4.0,5.0,5.0,1
1050,mercedes-benz-group,Dezember 2021,Traditionsunternehmen,recommended,4.0,5.0,4.0,4.0,4.0,5.0,4.0,3.0,5.0,5.0,5.0,5.0,1
1051,rwe,Juli 2019,Alles top! Durchgängig!,recommended,5.0,5.0,4.0,5.0,5.0,5.0,5.0,4.0,5.0,5.0,4.0,5.0,1
1052,sap,Mai 2022,"A lot of benefits, development environment could be more modern in some departments.",recommended,4.0,5.0,4.0,3.0,4.0,5.0,5.0,5.0,4.0,5.0,5.0,5.0,1
1053,fresenius-medical-care,Mai 2019,Schlechteste Entscheidung in meinem Leben!,not_recommended,1.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,4.0,1.0,2.0,2.0,0
1054,volkswagen,August 2021,Der Lohn wird als Schmerzensgeld angesehen,not_recommended,1.0,1.0,1.0,1.0,1.0,2.0,2.0,3.0,1.0,2.0,1.0,1.0,0
1055,infineon-technologies,Dezember 2021,Praktikum war insgesamt gut viel gelernt in der Zeit (positive und negative Erfahrungen gemacht),not_recommended,3.0,5.0,2.0,4.0,2.0,4.0,4.0,2.0,4.0,2.0,4.0,3.0,0
1056,bmwgroup,Mai 2022,Guter Arbeitgeber,recommended,4.0,2.0,4.0,5.0,4.0,4.0,4.0,5.0,3.0,3.0,4.0,5.0,1
1057,brenntag,Februar 2020,In der richtigen Abteilung super!,recommended,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,1
1058,continental-gruppe,April 2022,Alleine unter Fremden,recommended,1.0,3.0,3.0,2.0,1.0,,5.0,,1.0,5.0,5.0,2.0,1
1059,deutsche-post,April 2022,"Arbeitgeber ist sehr unmenschlich, Ausbilder sind nicht richtig ausgebildet und kümmern sich nicht um Anliegen/ Probleme",not_recommended,,,,,,,,,,,,,0
1060,deutsche-boerse,März 2021,Verlässlicher Arbeitgeber,recommended,3.0,4.0,3.0,5.0,4.0,5.0,3.0,3.0,4.0,3.0,4.0,4.0,1
1061,volkswagen,Dezember 2021,Top!,recommended,5.0,5.0,4.0,4.0,5.0,5.0,5.0,3.0,4.0,5.0,4.0,4.0,1
1062,linde,Juli 2020,Schade um die Firma aber es geht durch die Amerikaner steil Berg ab,not_recommended,2.0,2.0,1.0,1.0,1.0,3.0,2.0,2.0,3.0,1.0,2.0,1.0,0
1063,hellofresh,August 2021,Nach 2 Jahren ist jeder verheizt,not_recommended,5.0,1.0,3.0,2.0,1.0,1.0,3.0,2.0,1.0,3.0,1.0,3.0,0
1064,volkswagen,Dezember 2021,Der beste Arbeitsplatz der Welt mit Einschränkungen,recommended,5.0,4.0,5.0,4.0,5.0,5.0,4.0,5.0,5.0,5.0,5.0,5.0,1
1065,mercedes-benz-group,Dezember 2021,Nach meiner Auffassung war das absolvierende Praktikum im Rahmen des Studiums etwas gelassen und einigermaßen bezahlt,not_recommended,4.0,2.0,4.0,2.0,2.0,4.0,1.0,3.0,2.0,4.0,2.0,3.0,0
1066,siemens,Januar 2022,"Das Gehalt ist gut, ansonsten braucht man ein dickes Fell",not_recommended,2.0,4.0,2.0,3.0,3.0,3.0,4.0,2.0,5.0,1.0,2.0,3.0,0
1067,merckaa,Januar 2022,Guter Arbeitgeber,recommended,4.0,4.0,4.0,4.0,4.0,5.0,5.0,5.0,5.0,5.0,4.0,5.0,1
1068,infineon-technologies,Dezember 2021,Lots of workload but a lot of learning,recommended,4.0,3.0,3.0,4.0,4.0,3.0,4.0,2.0,4.0,4.0,4.0,4.0,1
1069,infineon-technologies,Dezember 2021,Die Unternehmenskultur ist unschlagbar!!!,recommended,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,1
1070,sartorius,Oktober 2020,"Furchtbar, einfach furchtbar!",not_recommended,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0
1071,basf-se,März 2022,Maximale Ausbeutung,not_recommended,1.0,5.0,1.0,,1.0,1.0,1.0,5.0,1.0,,1.0,,0
1072,qiagen,Februar 2019,Entwicklungen innerhalb Personalabteilung bedenklich,not_recommended,2.0,2.0,1.0,2.0,1.0,2.0,3.0,2.0,3.0,2.0,2.0,4.0,0
1073,deutsche-post,April 2022,"Es ist schwierig Kinder und job unter einen Hut zu bekommen,",not_recommended,5.0,4.0,4.0,3.0,4.0,4.0,5.0,4.0,1.0,2.0,3.0,4.0,0
1074,symrise,Juni 2020,Fürsorglicher und flexibler Arbeitgeber,recommended,5.0,4.0,5.0,3.0,4.0,4.0,5.0,5.0,3.0,4.0,4.0,4.0,1
1075,basf-se,Oktober 2021,Idealer Berufseinstieg,recommended,5.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,4.0,,4.0,1
1076,deutsche-telekom,März 2022,Top Arbeitgeber !!!!!!!!,recommended,,,,,,,,,,,,,1
1077,deutsche-bank,September 2021,Karriere als Mutter kann man vergessen,not_recommended,2.0,1.0,1.0,3.0,1.0,2.0,1.0,4.0,1.0,1.0,2.0,1.0,0
1078,zalando,November 2021,Souveräner Arbeitgeber,recommended,5.0,5.0,4.0,5.0,4.0,5.0,5.0,5.0,5.0,5.0,4.0,5.0,1
1079,volkswagen,Dezember 2021,Sehr gut,recommended,5.0,5.0,4.0,4.0,5.0,4.0,5.0,1.0,5.0,4.0,5.0,5.0,1
1080,pumagroup,April 2019,Great place to be!,recommended,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,5.0,5.0,5.0,5.0,1
1081,mercedes-benz-group,Januar 2022,Doktorandin. Würde nicht nochmal hingehen.,not_recommended,2.0,5.0,2.0,4.0,1.0,5.0,2.0,4.0,2.0,2.0,4.0,5.0,0
1082,deutsche-bank,Januar 2021,"Fachlich gut, menschlich schwierig",not_recommended,,,,,,,,,,,,,0
1083,vonovia-se,April 2022,super zufrieden!!,recommended,5.0,5.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,5.0,5.0,1
1084,bmwgroup,Mai 2022,Würde ich weiter empfehlen,recommended,5.0,5.0,5.0,3.0,5.0,5.0,5.0,5.0,4.0,5.0,4.0,5.0,1
1085,pumagroup,August 2018,Sehr gut: 4.23 von 5 Sternen,not_recommended,5.0,4.0,4.0,4.0,4.0,4.0,5.0,5.0,3.0,5.0,3.0,5.0,0
1086,brenntag,Oktober 2020,Never ever....,not_recommended,2.0,2.0,2.0,2.0,1.0,4.0,2.0,2.0,2.0,1.0,3.0,1.0,0
1087,siemens,März 2022,Top Arbeitgeber,recommended,5.0,5.0,4.0,5.0,5.0,5.0,4.0,5.0,5.0,5.0,5.0,5.0,1
1088,sartorius,Juli 2020,Allezeit grosse Klappe und nicht viel dahinter,not_recommended,3.0,1.0,3.0,1.0,1.0,2.0,1.0,3.0,3.0,2.0,3.0,2.0,0
1089,vonovia-se,Februar 2022,Super Arbeitgeber,recommended,5.0,4.0,4.0,4.0,4.0,4.0,5.0,3.0,4.0,4.0,3.0,4.0,1
1090,hannover-rueckversicherung,Mai 2021,"Super Arbeitgeber - Spannende, abwechslungsreiche Aufgaben und ein tolles Team!",recommended,5.0,5.0,5.0,4.0,5.0,5.0,5.0,4.0,5.0,5.0,5.0,5.0,1
1091,deutsche-post,April 2022,Machen Sie einen großen Bogen um diesen Staatsbetrieb,not_recommended,2.0,1.0,1.0,2.0,1.0,2.0,1.0,2.0,1.0,1.0,2.0,1.0,0
1092,hannover-rueckversicherung,Mai 2020,Nur Lob!,recommended,5.0,4.0,5.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,1
1093,fresenius-medical-care,November 2020,Guter Arbeitgeber mit flexiblen Arbeitszeiten und guten Weiterbildungsmöglichkeiten,recommended,4.0,,4.0,4.0,5.0,,4.0,4.0,5.0,4.0,5.0,3.0,1
1094,porsche-gruppe,April 2022,"Fragwürdige Personalpolitik und sonstige Fragwürdigkeiten, Weiterentwicklung so unmöglich = keine Innovation",not_recommended,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,0
1095,eon,Oktober 2020,Unternehmen im kontinuierlichen Umbruch,not_recommended,3.0,5.0,3.0,5.0,5.0,,5.0,4.0,5.0,3.0,3.0,5.0,0
1096,rwe,Oktober 2019,Guter Arbeitgeber im Gesundheitswesen,recommended,3.0,3.0,3.0,3.0,3.0,4.0,3.0,3.0,5.0,4.0,3.0,3.0,1
1097,bayer,Januar 2022,"Sehr gute Bezahlung, gute Sozialleistungen, aber schlechte Kommunikation bei Abteilungsumstrukturierungen",recommended,4.0,5.0,2.0,5.0,5.0,4.0,4.0,3.0,5.0,4.0,5.0,4.0,1
1098,airbus,Januar 2022,Bester Arbeitgeber meines Lebens,recommended,5.0,5.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,1
1099,brenntag,Dezember 2019,gibt es viele,recommended,3.0,3.0,4.0,4.0,2.0,3.0,3.0,4.0,4.0,3.0,3.0,4.0,1
1100,fresenius-se,Juli 2018,Sehr gut: 4.15 von 5 Sternen,recommended,4.0,5.0,4.0,4.0,4.0,5.0,5.0,4.0,3.0,4.0,4.0,4.0,1
1101,brenntag,Juli 2017,"BRENNTAG GmbH, 4.4 von 5",recommended,4.0,4.0,4.0,4.0,5.0,4.0,4.0,4.0,5.0,5.0,5.0,5.0,1
1102,covestro-deutschland3,Oktober 2020,Innovation und Entwicklung ist nur ein Lippenbekenntnis.,not_recommended,2.0,2.0,2.0,1.0,3.0,3.0,1.0,2.0,1.0,2.0,3.0,1.0,0
1103,vonovia-se,Januar 2022,Bin gerne dort,recommended,4.0,5.0,4.0,3.0,4.0,5.0,4.0,3.0,3.0,4.0,5.0,4.0,1
1104,daimler-truck3,Juli 2021,Einkauf Powertrain Daimler Trucks - nicht zu empfehlen,not_recommended,,,,,1.0,1.0,1.0,,,1.0,1.0,,0
1105,zalando,Juni 2021,Spannende Aufgaben und tolle Kollegen,recommended,5.0,5.0,4.0,5.0,5.0,5.0,4.0,4.0,4.0,4.0,4.0,5.0,1
1106,symrise,Februar 2021,"Will attraktiver Arbeitgeber sein, kommt aber nicht über Standard hinaus",not_recommended,2.0,3.0,4.0,2.0,2.0,3.0,4.0,3.0,3.0,3.0,1.0,2.0,0
1107,rwe,Juli 2019,Es wr mal besser und wir sind ja politisch nicht mehr gewollt,not_recommended,3.0,4.0,3.0,3.0,3.0,4.0,5.0,4.0,3.0,3.0,4.0,1.0,0
1108,deutsche-telekom,April 2022,Top Arbeitgeber,recommended,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,,3.0,5.0,5.0,1
1109,zalando,März 2021,"Außen hui, innen pfui",not_recommended,4.0,1.0,1.0,2.0,2.0,4.0,2.0,2.0,1.0,1.0,3.0,1.0,0
1110,bayer,April 2021,"Ein Unternehmen, dem bewußt ist, dass seine Mitarbeiter*innen für den Gewinn zuständig sind.",recommended,4.0,4.0,4.0,4.0,4.0,4.0,3.0,4.0,4.0,4.0,4.0,4.0,1
1111,sartorius,Mai 2020,Bester Arbeitsgeber in der Umgebung,recommended,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,,5.0,5.0,1
1112,sartorius,März 2022,Arbeitsplatz der Spaß macht!,recommended,5.0,5.0,5.0,4.0,5.0,5.0,5.0,4.0,5.0,5.0,4.0,5.0,1
1113,daimler-truck3,Oktober 2021,Hohe Arbeitsbelastung aber gute Rahmenbedingungen,recommended,5.0,2.0,3.0,3.0,3.0,5.0,5.0,4.0,5.0,3.0,2.0,5.0,1
1114,rwe,Mai 2019,Mit Absprache ist viel möglich,recommended,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,5.0,,1
1115,symrise,Mai 2021,Guter Arbeitgeber,recommended,1.0,1.0,3.0,4.0,2.0,3.0,1.0,3.0,3.0,1.0,,3.0,1
1116,rwe,Mai 2020,"Traditionelles Unternehmen überraschend neumodisch, offen und dynamisch.",recommended,4.0,4.0,4.0,5.0,5.0,3.0,5.0,5.0,4.0,3.0,5.0,4.0,1
1117,porsche-gruppe,Mai 2021,Porsche,not_recommended,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0
1118,sartorius,August 2020,"Das kompetenteste, strukturierteste und modernste Unternehmen, welches ich kennen lernen durfte",recommended,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,1
1119,covestro-deutschland3,Juli 2020,Clear recommendation for this company...,recommended,4.0,4.0,4.0,5.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,4.0,1
1120,adidas,November 2021,Mehr Schein als sein,not_recommended,3.0,2.0,2.0,2.0,2.0,2.0,5.0,3.0,2.0,1.0,4.0,5.0,0
1121,sap,April 2022,"Tolle , dynamische und erfolgreiche Firma mit Zukunft",recommended,5.0,5.0,4.0,4.0,4.0,4.0,4.0,5.0,4.0,5.0,3.0,4.0,1
1122,henkel-aa,März 2022,Ungerecht behandelt,not_recommended,4.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,4.0,3.0,,0
1123,henkel-aa,März 2021,Angenehm!,recommended,5.0,2.0,4.0,4.0,5.0,4.0,5.0,5.0,4.0,4.0,4.0,3.0,1
1124,daimler-truck3,Januar 2022,Paradise,recommended,3.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,1
1125,mtuaeroengines,März 2022,Zeit Verträge werden bis zu 4 Jahre verlängert nachdem man schon 18 Monate in der Leiharbeit sein musste !,recommended,5.0,2.0,3.0,3.0,5.0,4.0,2.0,5.0,3.0,4.0,5.0,3.0,1
1126,bayer,März 2022,Hier kann man es gut aushalten :-),recommended,5.0,5.0,3.0,5.0,4.0,5.0,4.0,5.0,5.0,5.0,5.0,3.0,1
1127,airbus,März 2021,Ausrüstungsmechaniker,not_recommended,4.0,4.0,2.0,2.0,1.0,5.0,2.0,2.0,4.0,3.0,4.0,3.0,0
1128,vonovia-se,April 2022,Keine Ausrede ist zu billig wenn um Gehaltserhöhungen geht ! Beschämend !,not_recommended,4.0,5.0,2.0,3.0,4.0,5.0,3.0,4.0,1.0,2.0,3.0,1.0,0
1129,continental-gruppe,Mai 2022,Von außen glänzt die Fassade.,not_recommended,3.0,3.0,3.0,3.0,2.0,2.0,4.0,4.0,4.0,3.0,,4.0,0
1130,bmwgroup,März 2022,mittlerweile komplett falsche Prioritäten,not_recommended,1.0,4.0,1.0,3.0,1.0,4.0,4.0,3.0,2.0,1.0,2.0,3.0,0
1131,vonovia-se,Januar 2022,Dax30,not_recommended,3.0,2.0,3.0,4.0,2.0,3.0,2.0,3.0,1.0,2.0,2.0,2.0,0
1132,basf-se,März 2022,Ausbau fähig,recommended,3.0,3.0,3.0,5.0,3.0,3.0,5.0,2.0,2.0,2.0,3.0,4.0,1
1133,vonovia-se,Januar 2022,Bewertung 2022,recommended,5.0,5.0,3.0,3.0,4.0,5.0,4.0,3.0,4.0,4.0,3.0,3.0,1
1134,sartorius,April 2022,"Gutes Arbeitsklima, gutes Gehalt, kein Stress, gute Karrieremöglichkeiten",recommended,5.0,5.0,5.0,3.0,5.0,3.0,5.0,5.0,5.0,4.0,5.0,5.0,1
1135,deutsche-bank,August 2021,"Viel Schein, kein Sein",not_recommended,2.0,3.0,2.0,2.0,1.0,4.0,1.0,2.0,2.0,3.0,2.0,2.0,0
1136,covestro-deutschland3,Juli 2019,Fantastisches Unternehmen,recommended,5.0,3.0,5.0,5.0,5.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,1
1137,deutsche-telekom,Februar 2022,Viel Druck und unfaire Behandlung,not_recommended,,,,,,,,,,,,,0
1138,merckaa,Januar 2022,Gut bezahlter Job!,recommended,5.0,5.0,4.0,5.0,5.0,5.0,3.0,4.0,4.0,5.0,2.0,5.0,1
1139,siemens,April 2022,Führungskraft Service Management,recommended,4.0,5.0,3.0,3.0,3.0,4.0,4.0,4.0,3.0,3.0,5.0,3.0,1
1140,sap,März 2022,Auch in Corona-Zeiten top,recommended,5.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,5.0,5.0,1
1141,fresenius-medical-care,März 2019,Wo Menschlichkeit auf der Strecke bleibt !,not_recommended,1.0,1.0,1.0,5.0,1.0,4.0,2.0,2.0,4.0,1.0,2.0,5.0,0
1142,deutsche-post,April 2022,"Job ganz gut, Vorgesetzte leider nicht so.",not_recommended,4.0,,1.0,2.0,1.0,1.0,1.0,1.0,3.0,1.0,2.0,,0
1143,henkel-aa,September 2020,Tolle Zeit mit tollen Leuten,recommended,5.0,5.0,4.0,5.0,5.0,5.0,5.0,4.0,5.0,5.0,5.0,5.0,1
1144,allianz118,September 2021,Macht Spaß hier zu arbeiten,recommended,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,5.0,5.0,5.0,1
1145,covestro-deutschland3,Januar 2022,Covestro Deutschland AG Leverkusen,recommended,4.0,4.0,5.0,4.0,5.0,5.0,4.0,5.0,3.0,4.0,5.0,5.0,1
1146,merckaa,Juli 2020,Ein Arbeitgeber mit Inovation und Esprit.,recommended,5.0,4.0,3.0,4.0,4.0,2.0,4.0,5.0,3.0,3.0,4.0,4.0,1
