,employer,record_date,comment,overall_result,interesting_tasks,equality,communication,working_conditions,supervisor_behavior,dealing_w_older_colleagues,colleague_cohesion,environmental_social awareness,salary_benefits,career_training,work_life_balance,image
729,covestro-deutschland3,Mai 2019,"Stellt sich familienfreundlich dar, ist es aber nicht",not_recommended,2.0,3.0,1.0,2.0,4.0,4.0,4.0,4.0,1.0,2.0,4.0,4.0
730,covestro-deutschland3,April 2019,Toller Arbeitgeber mit Herz,recommended,5.0,4.0,4.0,5.0,5.0,5.0,5.0,5.0,4.0,5.0,5.0,5.0
731,daimler-truck3,Mai 2022,Hier kann ich wirklich einen Impact erzielen!,recommended,5.0,4.0,4.0,5.0,5.0,5.0,5.0,4.0,5.0,5.0,3.0,4.0
732,daimler-truck3,April 2022,Unprofessionelle Führungskräfte,not_recommended,1.0,,,,1.0,,1.0,,,1.0,2.0,1.0
733,daimler-truck3,März 2022,"Ein Unternehmen mit Geschichte, Charakter und Zukunft.",recommended,4.0,5.0,4.0,4.0,5.0,5.0,5.0,4.0,5.0,3.0,3.0,5.0
734,daimler-truck3,Februar 2022,"Na ja, ob die Trennung des Geschäfts außer den Führungskräften und den Aktionären nutzt? Ich glaube längerfristig keinem",not_recommended,5.0,2.0,3.0,5.0,5.0,5.0,5.0,3.0,5.0,2.0,2.0,2.0
735,daimler-truck3,Februar 2022,Guter Arbeitgeber - allerdings geht viel über ein „gutes Netzwerk“,recommended,4.0,3.0,3.0,4.0,4.0,4.0,4.0,3.0,5.0,4.0,4.0,5.0
736,daimler-truck3,Februar 2022,Elektriker,recommended,3.0,3.0,2.0,3.0,3.0,4.0,4.0,3.0,5.0,2.0,2.0,4.0
737,daimler-truck3,Februar 2022,Man wird nur ausgenutzt,not_recommended,1.0,,2.0,1.0,1.0,1.0,1.0,,2.0,1.0,2.0,
738,daimler-truck3,Januar 2022,Positive Aufbruchstimmung nach Abspaltung,recommended,4.0,1.0,4.0,4.0,2.0,3.0,4.0,3.0,2.0,3.0,3.0,4.0
739,daimler-truck3,Januar 2022,"Tolles Team, häufiger Wechsel im Top Management ist kontraproduktiv",recommended,5.0,4.0,4.0,5.0,4.0,4.0,5.0,4.0,4.0,4.0,3.0,4.0
740,daimler-truck3,Januar 2022,"Stabiles Unternehmen, leider nicht immer am Puls der Zeit und in die Jahre gekommen",not_recommended,3.0,4.0,2.0,3.0,5.0,5.0,2.0,4.0,4.0,3.0,3.0,4.0
741,daimler-truck3,Januar 2022,Top Arbeitgeber,recommended,4.0,3.0,4.0,5.0,4.0,5.0,5.0,5.0,3.0,3.0,5.0,4.0
742,daimler-truck3,Januar 2022,Interessantes Aufgabengebiet,recommended,5.0,4.0,5.0,5.0,4.0,3.0,5.0,5.0,5.0,,5.0,4.0
743,daimler-truck3,Januar 2022,"Langweilige Arbeit, gute Bedingungen",recommended,1.0,5.0,3.0,4.0,2.0,4.0,4.0,4.0,4.0,1.0,4.0,3.0
744,daimler-truck3,Dezember 2021,Atmosphäre an sich gut aber wenn man einmal krank ist wird man sofort benachteiligt.,recommended,5.0,1.0,3.0,4.0,1.0,5.0,2.0,3.0,4.0,4.0,5.0,5.0
745,daimler-truck3,November 2021,Spannende Neukonstruktion,recommended,5.0,2.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,5.0
746,daimler-truck3,November 2021,Guter Arbeitgeber bei fairen Sozialleistungen,recommended,4.0,2.0,3.0,4.0,4.0,4.0,5.0,4.0,4.0,3.0,4.0,5.0
747,daimler-truck3,Oktober 2021,Hohe Arbeitsbelastung aber gute Rahmenbedingungen,recommended,5.0,2.0,3.0,3.0,3.0,5.0,5.0,4.0,5.0,3.0,2.0,5.0
748,daimler-truck3,Oktober 2021,"Tolle Menschen, schlechte Entscheidungsprozesse",not_recommended,2.0,3.0,2.0,5.0,3.0,5.0,4.0,5.0,3.0,2.0,3.0,3.0
749,daimler-truck3,September 2021,Es kommt auf dich an.,recommended,4.0,3.0,4.0,4.0,1.0,4.0,4.0,3.0,5.0,4.0,4.0,5.0
750,daimler-truck3,September 2021,Powertrain Einkauf - Unprofessionell & keine Wertschätzung,not_recommended,,,1.0,,1.0,,1.0,,1.0,1.0,,
751,daimler-truck3,September 2021,Unprofessionelle Vorgesetzte,not_recommended,,,1.0,,1.0,,1.0,,1.0,1.0,,
752,daimler-truck3,August 2021,"Tolles Team, kein Changemanagement, derzeit keine Perspektive für junge MA",recommended,3.0,3.0,3.0,4.0,4.0,3.0,4.0,3.0,5.0,3.0,5.0,3.0
753,daimler-truck3,August 2021,Sehr enttäuschend,not_recommended,1.0,,,,1.0,,,,1.0,,,
754,daimler-truck3,Juli 2021,Einkauf Powertrain Daimler Trucks - nicht zu empfehlen,not_recommended,,,,,1.0,1.0,1.0,,,1.0,1.0,
755,daimler-truck3,Juli 2021,"Der BESTE Arbeitgeber, den es gibt",recommended,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0
756,daimler-truck3,April 2021,Wenig Freiraum,not_recommended,3.0,4.0,3.0,3.0,2.0,3.0,2.0,3.0,4.0,2.0,1.0,4.0
757,daimler-truck3,April 2021,"Toller Arbeitgeber, Arbeitsverdichtung nimmt stark zu",recommended,5.0,5.0,3.0,4.0,4.0,5.0,5.0,5.0,4.0,3.0,3.0,5.0
758,daimler-truck3,April 2021,Es kommt drauf an was man daraus macht,recommended,4.0,4.0,3.0,4.0,3.0,4.0,4.0,4.0,5.0,3.0,4.0,4.0
759,daimler-truck3,Februar 2021,"Super Arbeitgeber, aber wie immer abhängig vom Vorgesetzen",recommended,5.0,5.0,5.0,5.0,4.0,5.0,4.0,5.0,4.0,4.0,5.0,5.0
760,daimler-truck3,Mai 2022,Spannendes Aufgabengebiet und toller Arbeitgeber,recommended,5.0,5.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,3.0,4.0,3.0
761,daimler-truck3,Mai 2022,"Anspruchsvoller Job, super Team",recommended,5.0,5.0,4.0,3.0,4.0,5.0,5.0,4.0,3.0,4.0,3.0,4.0
762,daimler-truck3,April 2022,"Tolle Arbeit, toller Arbeitgeber",recommended,5.0,5.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0
763,daimler-truck3,April 2022,Spannendes Unternehmen im Wandel,recommended,5.0,4.0,4.0,4.0,5.0,5.0,5.0,4.0,4.0,5.0,5.0,4.0
764,daimler-truck3,April 2022,Familenfreundlichkeit und Starkes Wörth gehören zusammen,recommended,5.0,4.0,4.0,5.0,4.0,5.0,5.0,4.0,4.0,5.0,4.0,4.0
765,daimler-truck3,April 2022,Top Work-Life Balance. Familie wird sehr hoch angesehen.,recommended,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0
766,daimler-truck3,April 2022,Werkstoff- und Prozesstechnik,recommended,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0
767,daimler-truck3,März 2022,Tolle Teamatmosphäre und viele Möglichkeiten,recommended,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,5.0,5.0,5.0,5.0
768,daimler-truck3,März 2022,"Mir gefällt's bei Daimler Truck, nur die Trennung von Pkw ist nicht so gut.",recommended,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0
769,daimler-truck3,März 2022,"Toller Arbeitgeber, noch tollere Kolleg:innen :-)",recommended,5.0,5.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0
770,daimler-truck3,März 2022,All in all - guter Arbeitgeber mit klassischer Großkonzernmentalität,recommended,5.0,5.0,5.0,5.0,2.0,3.0,5.0,3.0,4.0,3.0,3.0,3.0
771,daimler-truck3,März 2022,Top Arbeitgeber,recommended,5.0,5.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,4.0,5.0
772,daimler-truck3,Februar 2022,Abwechslungsreich und am Geschehen,recommended,4.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,4.0,4.0,5.0,5.0
773,daimler-truck3,Januar 2022,"Gut bezahlter Job, gute Sozialleistungen. Abzüge für die Belastung durch Schicht,- und Wochenendarbeit",recommended,2.0,3.0,4.0,3.0,3.0,3.0,4.0,4.0,4.0,2.0,2.0,3.0
774,daimler-truck3,Januar 2022,Aufbruchsstimmung mit Altlasten,recommended,5.0,5.0,4.0,5.0,5.0,5.0,5.0,4.0,4.0,4.0,5.0,4.0
775,daimler-truck3,Januar 2022,Global orientierte Entwicklungsmannschaft mit innovativen Projekten,recommended,5.0,5.0,4.0,5.0,4.0,5.0,4.0,4.0,4.0,4.0,5.0,4.0
776,daimler-truck3,Januar 2022,ABM1,recommended,4.0,4.0,3.0,4.0,3.0,4.0,4.0,4.0,3.0,4.0,3.0,4.0
777,daimler-truck3,Januar 2022,Paradise,recommended,3.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0
778,daimler-truck3,Januar 2022,Bewertung,recommended,3.0,5.0,4.0,5.0,4.0,5.0,5.0,3.0,5.0,3.0,4.0,3.0
779,daimler-truck3,Januar 2022,hmmm,not_recommended,4.0,4.0,2.0,3.0,1.0,1.0,1.0,3.0,4.0,2.0,4.0,4.0
780,daimler-truck3,Januar 2022,Top-Arbeitgeber im Familienunternehmen,recommended,5.0,5.0,5.0,5.0,5.0,5.0,4.0,5.0,5.0,5.0,5.0,5.0
781,daimler-truck3,Januar 2022,Good place to work,recommended,3.0,4.0,3.0,4.0,4.0,5.0,4.0,5.0,4.0,3.0,4.0,4.0
782,daimler-truck3,Dezember 2021,"Hohe Bezahlung, wenig Entwicklungsmöglichkeiten",not_recommended,1.0,4.0,4.0,4.0,3.0,4.0,3.0,4.0,5.0,1.0,2.0,4.0
783,daimler-truck3,Dezember 2021,Daimler Truck AG,recommended,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,4.0,5.0
784,daimler-truck3,November 2021,Guter Arbeitgeber,recommended,5.0,5.0,4.0,4.0,5.0,5.0,4.0,4.0,5.0,5.0,4.0,5.0
785,daimler-truck3,August 2021,Traumfirma,recommended,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0
786,daimler-truck3,August 2021,Träge und altmodische Strukturen,not_recommended,2.0,3.0,3.0,2.0,1.0,3.0,2.0,2.0,4.0,2.0,4.0,4.0
787,daimler-truck3,Juli 2021,Immer wieder gerne,recommended,4.0,4.0,5.0,5.0,5.0,5.0,4.0,5.0,5.0,4.0,5.0,5.0
788,daimler-truck3,Juni 2021,Sozialschwach,not_recommended,3.0,3.0,1.0,3.0,1.0,1.0,3.0,,1.0,1.0,1.0,
789,daimler-truck3,Mai 2021,"Tolles Team, gute Arbeitsbedingungen, zu viel Wechsel im Top Management und damit ständige Neuausrichtung der Projekte",recommended,5.0,3.0,4.0,5.0,3.0,4.0,4.0,4.0,4.0,4.0,3.0,4.0
790,daimler-truck3,April 2021,Top Arbeitgeber,recommended,5.0,5.0,5.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0
791,daimler-truck3,April 2020,Krisenmanagement während Pandemie,recommended,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,5.0,4.0,5.0
792,delivery-hero,April 2022,Lieferant für Mjam (Market) - nicht zu empfehlen,not_recommended,1.0,2.0,3.0,1.0,4.0,4.0,4.0,2.0,2.0,2.0,2.0,3.0
793,delivery-hero,März 2022,Solid workplace if you don't have ambitions,not_recommended,4.0,3.0,4.0,3.0,2.0,,4.0,5.0,3.0,1.0,3.0,2.0
794,delivery-hero,Februar 2022,Toller Arbeitgeber mit schwächelnder Führung,recommended,5.0,5.0,4.0,5.0,5.0,5.0,4.0,5.0,3.0,4.0,4.0,5.0
795,delivery-hero,Januar 2022,bester Arbeitgeber,recommended,4.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,3.0,5.0,3.0
796,delivery-hero,Januar 2022,"Overall a very nice place to work, but as it gets so big, politics and a corporation environment become a challenge",recommended,4.0,5.0,4.0,5.0,4.0,5.0,5.0,5.0,4.0,4.0,5.0,5.0
797,delivery-hero,Dezember 2021,"Super Arbeitgeber, spannende Jobs, coole Leute",recommended,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0
798,delivery-hero,November 2021,Guter Arbeitsplatz Bezahlung ist unterdurchschnittlich,recommended,3.0,5.0,5.0,4.0,5.0,5.0,4.0,3.0,2.0,2.0,4.0,5.0
799,delivery-hero,Oktober 2021,"Fordernd & stressig, aber auch interessant und vielseitig",recommended,4.0,3.0,3.0,4.0,4.0,3.0,5.0,4.0,4.0,2.0,2.0,1.0
800,delivery-hero,Oktober 2021,Kann man empfehlen,recommended,4.0,4.0,5.0,5.0,5.0,4.0,4.0,5.0,4.0,4.0,5.0,5.0
801,delivery-hero,Oktober 2021,Wundervolles Arbeitsumfeld,recommended,5.0,5.0,5.0,5.0,5.0,5.0,4.0,3.0,5.0,3.0,3.0,5.0
802,delivery-hero,Oktober 2021,Erbärmliche Arbeitsbedingungen,not_recommended,1.0,5.0,1.0,1.0,1.0,2.0,2.0,3.0,1.0,2.0,1.0,3.0
803,delivery-hero,September 2021,Overall mixed feelings with DH,not_recommended,4.0,5.0,2.0,3.0,3.0,4.0,4.0,5.0,2.0,3.0,2.0,3.0
804,delivery-hero,Mai 2021,One of the most toxic places I've ever worked at.,not_recommended,2.0,2.0,1.0,3.0,1.0,2.0,2.0,3.0,1.0,1.0,2.0,2.0
805,delivery-hero,April 2021,Nicht zu empfehlen,not_recommended,2.0,4.0,3.0,2.0,2.0,4.0,5.0,3.0,3.0,2.0,1.0,2.0
806,delivery-hero,Januar 2021,Ich arbeite sehr gern hier,recommended,5.0,4.0,4.0,5.0,4.0,5.0,4.0,5.0,4.0,5.0,4.0,3.0
807,delivery-hero,Dezember 2020,Global Sales Operations,not_recommended,2.0,4.0,1.0,3.0,3.0,3.0,3.0,3.0,4.0,4.0,3.0,4.0
808,delivery-hero,Juli 2020,"Faulheit, Lügen und Betrügen wird belohnt",not_recommended,1.0,3.0,2.0,3.0,1.0,2.0,1.0,1.0,3.0,1.0,2.0,3.0
809,delivery-hero,Juli 2020,"great team culture, lack of appreciation by management",recommended,5.0,5.0,4.0,4.0,2.0,5.0,5.0,3.0,3.0,2.0,2.0,3.0
810,delivery-hero,Juni 2020,"Hiring and Firing mentality, zero feedback culture",not_recommended,3.0,3.0,1.0,2.0,1.0,,3.0,,3.0,1.0,3.0,1.0
811,delivery-hero,Juni 2020,Nicht zu empfehlen.,not_recommended,2.0,1.0,1.0,1.0,1.0,5.0,1.0,1.0,3.0,1.0,2.0,2.0
812,delivery-hero,Mai 2020,Work Life Balance,recommended,5.0,3.0,5.0,5.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0
813,delivery-hero,April 2020,Hiring and Firing Policy,not_recommended,2.0,3.0,3.0,2.0,1.0,3.0,3.0,2.0,4.0,3.0,2.0,3.0
814,delivery-hero,Februar 2020,Chaos on all levels,not_recommended,4.0,4.0,1.0,2.0,1.0,2.0,2.0,2.0,3.0,1.0,2.0,2.0
815,delivery-hero,Januar 2020,Schrecklich bis auf die kollegen,not_recommended,1.0,4.0,1.0,2.0,2.0,5.0,4.0,4.0,2.0,1.0,1.0,2.0
816,delivery-hero,Januar 2020,"Das war nicht die beste Arbeitsplatz, die ich virstellen könnte.",not_recommended,4.0,2.0,3.0,3.0,3.0,3.0,3.0,4.0,3.0,3.0,2.0,3.0
817,delivery-hero,Januar 2020,Drecksverein wie er im Buche steht,not_recommended,3.0,3.0,3.0,3.0,1.0,3.0,2.0,3.0,,2.0,3.0,3.0
818,delivery-hero,Dezember 2019,Schlimmster Job meines Lebens.,recommended,2.0,5.0,2.0,4.0,2.0,5.0,1.0,5.0,3.0,3.0,4.0,2.0
819,delivery-hero,Dezember 2019,"Vermeiden! Niedrige Bezahlung, konstanter Druck und herzlose Atmosphäre.",not_recommended,2.0,2.0,1.0,2.0,2.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0
820,delivery-hero,November 2019,"Nicht zu empfehlen! Unbezahlte Überstunden, totale Kontrolle, enormer Druck.",not_recommended,2.0,2.0,1.0,3.0,1.0,1.0,2.0,,1.0,1.0,1.0,2.0
821,delivery-hero,Juli 2019,Ein Arbeitgeber der seine Mitarbeiter schätzt!,recommended,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0
822,delivery-hero,Juni 2019,Bester Arbeitgeber!,recommended,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0
823,delivery-hero,Mai 2019,Great company that takes care of its people,recommended,5.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,5.0,5.0,5.0
824,delivery-hero,April 2019,Amazing Employee Experience,recommended,5.0,5.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0
825,delivery-hero,Februar 2019,So viel Potential,recommended,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,5.0,5.0,5.0
826,delivery-hero,Januar 2019,Finger weg! Politik in jeder Abteilung!,not_recommended,2.0,2.0,2.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0
827,delivery-hero,Dezember 2018,Bullying from manager,not_recommended,,1.0,1.0,,,,3.0,1.0,1.0,1.0,,1.0
828,delivery-hero,Dezember 2018,Spannende Arbeit und Strukturen im Entstehen,recommended,5.0,4.0,3.0,4.0,4.0,5.0,5.0,5.0,5.0,4.0,4.0,5.0
829,delivery-hero,November 2018,"Macht Spass, gute Kollegen, Prozesse entstehen erst langsam. Mischung aus Start up und Grossunternehmen.",recommended,5.0,4.0,3.0,4.0,4.0,,4.0,4.0,4.0,4.0,4.0,3.0
830,delivery-hero,September 2018,Fast moving and fun,recommended,5.0,5.0,4.0,5.0,5.0,5.0,5.0,5.0,4.0,5.0,2.0,5.0
831,delivery-hero,September 2018,stets unsicher,not_recommended,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
832,delivery-hero,Juni 2018,Große Herausforderung und viel gelernt auf internationaler Ebene!,recommended,4.0,3.0,3.0,3.0,3.0,2.0,3.0,2.0,2.0,4.0,3.0,4.0
833,delivery-hero,Juni 2018,Skrupellos,not_recommended,2.0,1.0,2.0,5.0,1.0,,3.0,3.0,4.0,1.0,4.0,3.0
834,delivery-hero,Mai 2018,Delivery Hero AG Erfahrungsbericht,not_recommended,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0
835,delivery-hero,März 2018,Bad management,not_recommended,2.0,2.0,1.0,3.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0
836,delivery-hero,Februar 2018,"Man lernt viel, wenn man die richtige Führungskraft hat",recommended,5.0,5.0,4.0,5.0,4.0,5.0,4.0,4.0,4.0,4.0,5.0,5.0
837,delivery-hero,Februar 2018,In Ordnung,recommended,4.0,3.0,3.0,3.0,4.0,3.0,4.0,3.0,4.0,4.0,4.0,4.0
838,delivery-hero,Januar 2018,"Great work, cool people & nice benefits",recommended,5.0,5.0,4.0,5.0,5.0,5.0,4.0,4.0,4.0,5.0,5.0,5.0
839,delivery-hero,November 2017,"Fast growth, very international, good culture, modern tech stack, trying to push the limits. I like working here.",recommended,5.0,4.0,4.0,5.0,5.0,4.0,5.0,4.0,4.0,5.0,4.0,4.0
840,delivery-hero,Oktober 2017,Gutes Mittelmaß,recommended,5.0,3.0,3.0,4.0,4.0,5.0,5.0,2.0,4.0,4.0,3.0,4.0
841,delivery-hero,Juni 2017,Auf hoher See schwimmen lernen,recommended,5.0,5.0,3.0,5.0,4.0,4.0,5.0,2.0,4.0,3.0,4.0,5.0
842,delivery-hero,Mai 2017,Start-up - was den Sprung zum Mittelständischen Unternehmen verpasst hat,not_recommended,4.0,3.0,2.0,2.0,1.0,2.0,2.0,2.0,3.0,1.0,1.0,2.0
843,delivery-hero,Mai 2017,Happy to be at Delivery Hero Germany - Pizza.de & Lieferheld,recommended,5.0,4.0,4.0,3.0,5.0,4.0,3.0,5.0,3.0,5.0,3.0,5.0
844,delivery-hero,März 2017,Schwacher Arbeitgeber,not_recommended,2.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0
845,delivery-hero,Februar 2017,Guter Arbeitgeber!,recommended,5.0,5.0,3.0,4.0,3.0,4.0,5.0,4.0,3.0,4.0,5.0,3.0
846,delivery-hero,November 2016,Ein Unternehmen zwischen Start-Up und Konzern,recommended,4.0,5.0,3.0,4.0,5.0,2.0,5.0,,4.0,3.0,4.0,4.0
847,delivery-hero,August 2016,"Auf keinen Fall: ""Finger weg!""",recommended,3.0,5.0,3.0,3.0,3.0,5.0,3.0,2.0,4.0,4.0,3.0,4.0
848,delivery-hero,Juli 2016,Finger weg,not_recommended,4.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,3.0,2.0,1.0,3.0
849,delivery-hero,November 2015,"War mal gut, hat aber mächtig nachgelassen!",not_recommended,1.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0
850,delivery-hero,November 2015,"War mal gut, leider wurden die wirklichen Führungskräfte entlassen!",not_recommended,1.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0
851,delivery-hero,September 2015,Definitiv kein Start-up mehr,recommended,3.0,3.0,2.0,3.0,3.0,,4.0,3.0,2.0,1.0,3.0,3.0
852,delivery-hero,Juni 2015,Sucht euch bloß einen anderen Arbeitgeber !!!,not_recommended,1.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0
853,delivery-hero,April 2015,"Viel zu tun, viele Möglichkeiten, aber kaum Handlungsspielraum",recommended,4.0,2.0,1.0,1.0,4.0,2.0,2.0,2.0,5.0,2.0,2.0,3.0
854,delivery-hero,Mai 2014,Nur wenn's sein muß,recommended,3.0,3.0,2.0,1.0,1.0,,3.0,,2.0,3.0,4.0,2.0
855,deutsche-bank,Mai 2022,Micro-aggression at work is tolerated by managers and co-workers,not_recommended,4.0,2.0,2.0,2.0,3.0,2.0,2.0,2.0,4.0,3.0,1.0,3.0
856,deutsche-bank,Mai 2022,Leistung aus Leidenschaft ;-),recommended,4.0,5.0,3.0,4.0,4.0,5.0,4.0,5.0,4.0,4.0,5.0,5.0
857,deutsche-bank,Mai 2022,Arbeitgeber nicht weiter zu empfehlen,not_recommended,,,,,,,,,,,,
858,deutsche-bank,Mai 2022,Deutsche Bank als Arbeitgeber,recommended,3.0,5.0,4.0,5.0,4.0,5.0,4.0,4.0,4.0,3.0,4.0,3.0
859,deutsche-bank,April 2022,Ein Ort zum Krank werden,not_recommended,3.0,1.0,1.0,2.0,1.0,3.0,1.0,2.0,3.0,3.0,1.0,1.0
860,deutsche-bank,April 2022,Karriere in Teilzeit kann man vergessen,not_recommended,2.0,2.0,1.0,3.0,2.0,1.0,2.0,3.0,3.0,1.0,4.0,2.0
861,deutsche-bank,April 2022,Im Großen und Ganzen OK,not_recommended,2.0,1.0,1.0,3.0,3.0,3.0,3.0,2.0,3.0,4.0,3.0,2.0
862,deutsche-bank,März 2022,"Guter Arbeitg., wenn man direkt arbeitet und nicht über Leihfirma. Leider will die DB den Fokus auf Leiharbeiter setzen",recommended,3.0,3.0,4.0,4.0,5.0,3.0,4.0,,5.0,2.0,3.0,1.0
863,deutsche-bank,Februar 2022,"Gut: 3,2 von 5 Sternen",recommended,1.0,4.0,1.0,3.0,3.0,4.0,4.0,1.0,3.0,5.0,5.0,5.0
864,deutsche-bank,Februar 2022,"Gut: 3,2 von 5 Sternen",recommended,3.0,5.0,5.0,5.0,1.0,1.0,5.0,2.0,4.0,1.0,4.0,2.0
865,deutsche-bank,Februar 2022,Gut: 3 von 5 Sternen,recommended,1.0,4.0,3.0,4.0,1.0,5.0,3.0,2.0,2.0,4.0,4.0,5.0
866,deutsche-bank,Februar 2022,"Befriedigend: 2,6 von 5 Sternen",recommended,3.0,3.0,1.0,1.0,4.0,4.0,1.0,1.0,5.0,3.0,5.0,1.0
867,deutsche-bank,Februar 2022,Gut: 3 von 5 Sternen,recommended,2.0,3.0,3.0,4.0,3.0,1.0,5.0,5.0,3.0,5.0,1.0,1.0
868,deutsche-bank,Februar 2022,Nicht empfehlenswert für Freiberufler !,not_recommended,2.0,5.0,1.0,1.0,5.0,5.0,3.0,1.0,3.0,2.0,3.0,1.0
869,deutsche-bank,Januar 2022,Erfahrung,recommended,4.0,4.0,4.0,3.0,3.0,5.0,3.0,3.0,3.0,2.0,3.0,3.0
870,deutsche-bank,Januar 2022,"Sehr fairer Arbeitgeber, gute Führungskräfte, gute Aufstiegschancen, transparente Gehaltsstruktur",recommended,5.0,4.0,4.0,5.0,4.0,4.0,4.0,4.0,5.0,5.0,4.0,4.0
871,deutsche-bank,Januar 2022,ohne Strategie voran,not_recommended,4.0,4.0,3.0,3.0,3.0,2.0,4.0,4.0,3.0,3.0,3.0,2.0
872,deutsche-bank,Januar 2022,Gute Verdienstchancen und sehr gute Kollegen,recommended,5.0,5.0,4.0,4.0,5.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0
873,deutsche-bank,Januar 2022,"Job's, wie es sie heute nicht mehr gibt",recommended,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0
874,deutsche-bank,Januar 2022,Bewertung 1,recommended,5.0,5.0,4.0,5.0,4.0,5.0,4.0,4.0,4.0,4.0,4.0,5.0
875,deutsche-bank,Januar 2022,Leider sehr differenzierte monetäre Entlohnung zwischen einzelnen Mitarbeitern,not_recommended,5.0,3.0,3.0,4.0,5.0,5.0,5.0,4.0,2.0,3.0,2.0,3.0
876,deutsche-bank,Januar 2022,Ich bin sehr zufrieden,recommended,3.0,5.0,3.0,5.0,5.0,5.0,4.0,4.0,5.0,3.0,5.0,3.0
877,deutsche-bank,Januar 2022,"Insgesamt ein guter Arbeitgeber, mit internationalen Einfluessen. Grosses Entwicklungspotential.",recommended,3.0,3.0,3.0,3.0,3.0,4.0,5.0,3.0,2.0,2.0,3.0,3.0
878,deutsche-bank,Januar 2022,Guter Arbeitgeber mit schwankendem Ausblick,not_recommended,3.0,5.0,4.0,4.0,4.0,5.0,4.0,5.0,4.0,3.0,5.0,3.0
879,deutsche-bank,Januar 2022,Fake! Anweisung: „alles super“,not_recommended,3.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,2.0,2.0,3.0,1.0
880,deutsche-bank,Januar 2022,"HR findet Gründe, Personen gezielt raus zu ekeln. Massenhaftes Phänomen.",not_recommended,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0
881,deutsche-bank,Januar 2022,Neues AT-Modell des KBR/GBR wird zum massenhaften Herabstufen missbraucht! Erst der Anfang.,not_recommended,2.0,1.0,1.0,1.0,1.0,1.0,1.0,5.0,1.0,1.0,1.0,1.0
882,deutsche-bank,Januar 2022,"Besser zu einem wertschätzenden Unternehmen - HR schikaniert Menschen los, keiner stoppt sie",not_recommended,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0
883,deutsche-bank,Dezember 2021,Toller Arbeitgeber,recommended,5.0,4.0,5.0,5.0,5.0,5.0,5.0,4.0,5.0,5.0,4.0,3.0
884,deutsche-bank,Dezember 2021,Verbesserungspotential extrem groß - ist milde ausgedrückt,not_recommended,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
