,employer,record_date,comment,overall_result,interesting_tasks,equality,communication,working_conditions,supervisor_behavior,dealing_w_older_colleagues,colleague_cohesion,environmental_social awareness,salary_benefits,career_training,work_life_balance,image,overall_number
891,rwe,Januar 2022,"Ein Arbeitgeber, der noch auf seine Mitarbeiter achtet",recommended,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,5.0,5.0,5.0,5.0,1
892,brenntag,Dezember 2017,"Top, werde hier normal behandelt, ob Führungspersonen, oder normale Arbeiter, jeder wird (normal) gleich behandelt.",recommended,4.0,5.0,5.0,4.0,5.0,4.0,5.0,4.0,5.0,4.0,4.0,5.0,1
893,bayer,September 2021,Zukunftsorientierer Arbeitgeber,recommended,5.0,4.0,4.0,4.0,5.0,5.0,5.0,4.0,5.0,4.0,3.0,3.0,1
894,daimler-truck3,April 2022,Top Work-Life Balance. Familie wird sehr hoch angesehen.,recommended,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,1
895,covestro-deutschland3,Juli 2019,Guter Arbeitgeber aber noch mit Luft nach oben,recommended,4.0,4.0,4.0,3.0,3.0,5.0,4.0,4.0,4.0,4.0,4.0,4.0,1
896,infineon-technologies,Januar 2022,"Anspruchsvolle & interessante Tätigkeit, Mitarbeiterwohl hat hohe Priorität",recommended,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,5.0,5.0,5.0,5.0,1
897,covestro-deutschland3,Februar 2021,Bester Arbeitgeber - We are one!,recommended,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,5.0,1
898,siemens,März 2022,"Prinzipiell ein Guter Arbeitgeber, der mit Konzernstrukturen zu kämpfen hat und den Blick auf den Arbeitsmarkt verloren",recommended,5.0,5.0,2.0,4.0,1.0,5.0,5.0,5.0,3.0,3.0,2.0,4.0,1
899,symrise,Juni 2018,Gut: 3.69 von 5 Sternen,recommended,4.0,3.0,4.0,3.0,4.0,4.0,4.0,4.0,3.0,3.0,4.0,4.0,1
900,mtuaeroengines,März 2022,Einfach nur super,recommended,,,,,,,,,,,,,1
901,linde,März 2022,"Der Zusammenschluss von Praxair und Linde führt gewollt, zu drastischem Druck und Küdigungen der Arbeitnehmer.",not_recommended,2.0,3.0,1.0,3.0,2.0,3.0,1.0,2.0,3.0,1.0,3.0,3.0,0
902,qiagen,Mai 2019,Ich komme gerne zur Arbeit und bin froh das ich bei QIAGEN arbeite.,recommended,5.0,4.0,4.0,4.0,5.0,5.0,3.0,5.0,4.0,5.0,4.0,5.0,1
903,siemens,April 2022,Siemens ist ein familienfreundliches Unternehmen,recommended,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,1
904,qiagen,November 2017,"Abgehobenes Management, untergetauchte Mitarbeiter",not_recommended,3.0,1.0,2.0,2.0,2.0,3.0,2.0,3.0,3.0,2.0,2.0,2.0,0
905,hannover-rueckversicherung,Mai 2022,Bisher positive Erfahrungen. Sehr gutes Arbeitsklima sowohl für die Kollegen als auch für das Unternehmen.,recommended,5.0,5.0,4.0,5.0,4.0,5.0,4.0,4.0,5.0,5.0,5.0,5.0,1
906,deutsche-bank,Oktober 2020,Leistung wird belohnt,recommended,5.0,5.0,4.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,1
907,hannover-rueckversicherung,November 2019,Guter Arbeitgeber,recommended,4.0,5.0,4.0,5.0,4.0,5.0,4.0,5.0,4.0,5.0,5.0,5.0,1
908,henkel-aa,Oktober 2021,Internationaler Arbeitgeber mit viel Abwechslung im Adhesives Bereich,recommended,5.0,5.0,3.0,5.0,4.0,5.0,5.0,4.0,5.0,4.0,5.0,5.0,1
909,fresenius-medical-care,Juli 2019,Ein sehr soziales Unternehmen. Es ist ein schönes Arbeitsklima in der kompletten Firma.,recommended,5.0,5.0,4.0,4.0,5.0,5.0,4.0,4.0,5.0,3.0,5.0,4.0,1
910,eon,Februar 2021,Im letzten Jahrhundert zurückgeblieben,not_recommended,1.0,4.0,1.0,3.0,3.0,4.0,3.0,3.0,5.0,2.0,4.0,3.0,0
911,sartorius,März 2022,Arbeitsplatz der Spaß macht!,recommended,5.0,5.0,5.0,4.0,5.0,5.0,5.0,4.0,5.0,5.0,4.0,5.0,1
912,deutsche-post,April 2022,"Deutsche Post als Arbeitgeber ist scho sehr gut, aber auch sehr anstrengend und nervenaufreibend zumindest als Zusteller",recommended,2.0,3.0,2.0,2.0,5.0,3.0,2.0,4.0,3.0,4.0,2.0,2.0,1
913,qiagen,Januar 2019,Tolle Vision - Tolle Produkte - Menschenverachtender neuer Personalvorstand,not_recommended,2.0,1.0,1.0,1.0,1.0,3.0,5.0,3.0,4.0,3.0,1.0,5.0,0
914,porsche-gruppe,Januar 2022,Schlimmstes Praktikum EVER,not_recommended,1.0,1.0,1.0,3.0,1.0,4.0,2.0,1.0,4.0,4.0,1.0,4.0,0
915,deutsche-boerse,November 2021,Top Arbeitgeber,recommended,4.0,5.0,5.0,5.0,4.0,2.0,5.0,4.0,5.0,4.0,5.0,4.0,1
916,heidelberg-zement,Juni 2018,Sehr gut: 4.46 von 5 Sternen,recommended,5.0,5.0,4.0,4.0,4.0,3.0,4.0,4.0,5.0,5.0,5.0,5.0,1
917,deutsche-boerse,Dezember 2019,Top Arbeitgeber in leider katastrophaler Infrastruktur in Eschborn,recommended,5.0,4.0,4.0,4.0,5.0,4.0,5.0,4.0,5.0,4.0,5.0,5.0,1
918,bmwgroup,April 2022,Guter Lohn für faire Arbeit,recommended,4.0,4.0,4.0,4.0,4.0,4.0,3.0,4.0,5.0,3.0,3.0,4.0,1
919,henkel-aa,August 2021,Lieber nicht bei Henkel,not_recommended,2.0,1.0,2.0,1.0,1.0,1.0,2.0,4.0,2.0,2.0,3.0,2.0,0
920,rwe,Juni 2019,Bewertung,recommended,5.0,4.0,5.0,4.0,5.0,5.0,5.0,4.0,5.0,5.0,4.0,5.0,1
921,merckaa,Oktober 2020,Nur Schein. Keine Ehrlichkeit. Wirkliche Leistung zählt nicht. Gute Führungskräfte werden vergrault,not_recommended,1.0,3.0,1.0,2.0,1.0,1.0,2.0,2.0,2.0,2.0,3.0,2.0,0
922,covestro-deutschland3,Juli 2020,Junge Firma mit jahrzehntelanger Erfahrung als Weltkonzern,recommended,5.0,5.0,4.0,5.0,5.0,5.0,5.0,,5.0,5.0,5.0,5.0,1
923,sap,Februar 2022,"Firma top, Zusammenhalt super, Gehalt stagniert, Arbeitslast explodiert",recommended,5.0,5.0,3.0,2.0,3.0,5.0,5.0,3.0,2.0,2.0,1.0,5.0,1
924,continental-gruppe,Dezember 2021,"Insgesamt sehr gut, gibt aber natürlich die ein oder anderen Sachen die verbesserungsfähig sind",recommended,5.0,5.0,4.0,3.0,4.0,5.0,5.0,3.0,4.0,4.0,4.0,5.0,1
925,sartorius,November 2020,Wird immer schlimmer,not_recommended,2.0,2.0,5.0,1.0,1.0,2.0,2.0,2.0,1.0,3.0,2.0,,0
926,bayer,März 2022,"Toxische Arbeitsatmosphäre, keine Perspektive - unmögliche Arbeitsanforderungen",not_recommended,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,4.0,1.0,2.0,2.0,0
927,infineon-technologies,Dezember 2021,Lots of workload but a lot of learning,recommended,4.0,3.0,3.0,4.0,4.0,3.0,4.0,2.0,4.0,4.0,4.0,4.0,1
928,mtuaeroengines,März 2022,Sehr guter Arbeitgeber mit interessanten Aufgaben,recommended,5.0,5.0,5.0,4.0,5.0,5.0,5.0,5.0,5.0,4.0,5.0,4.0,1
929,sap,Februar 2022,Angenehm und in vielem vorbildlich.,recommended,4.0,5.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,5.0,4.0,1
930,volkswagen,November 2021,Familiäre Bedingungen,recommended,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,1
931,deutsche-boerse,März 2021,Sehr professioneller und angenehmer Bewerbungsprozess trotz Corona und ausschließlich virtuellen Gesprächen.,recommended,5.0,5.0,5.0,5.0,5.0,5.0,5.0,,5.0,5.0,5.0,5.0,1
932,brenntag,Februar 2019,"Das Arbeitesumfeld stimmt überhaupt nicht mehr, wer mit Vorgesetzten gut kann kommt irgendwie weiter!",not_recommended,4.0,1.0,1.0,2.0,1.0,1.0,3.0,1.0,2.0,1.0,1.0,1.0,0
933,deutsche-post,April 2022,Zukunftsträchtiger Job in stabilem Umfeld und sehr hoher Homeoffice Flexibilität,recommended,5.0,4.0,4.0,5.0,4.0,5.0,4.0,4.0,5.0,5.0,3.0,4.0,1
934,pumagroup,Mai 2018,toller Arbeitgeber,recommended,5.0,4.0,5.0,5.0,5.0,4.0,4.0,4.0,4.0,5.0,4.0,5.0,1
935,eon,Oktober 2020,Projektleiter,not_recommended,3.0,2.0,2.0,2.0,1.0,4.0,4.0,2.0,4.0,1.0,4.0,3.0,0
936,merckaa,März 2022,Toller Arbeitgeber,recommended,5.0,4.0,4.0,5.0,4.0,5.0,5.0,5.0,5.0,4.0,5.0,5.0,1
937,volkswagen,Januar 2022,Einschätzung aus meinen Umfeld der Tätigkeit,recommended,4.0,2.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,3.0,4.0,3.0,1
938,siemens,März 2022,"Chaos, Überstunden und fragwürdige Arroganz.",not_recommended,2.0,2.0,1.0,1.0,1.0,2.0,1.0,,3.0,2.0,1.0,2.0,0
939,sap,April 2022,IT Event Manager,recommended,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,1
940,adidas,Januar 2022,"Gutes Arbeitsverhältnis, dafür jedoch Mangel an Wertschätzung der Vorgesetzten",recommended,5.0,4.0,5.0,5.0,3.0,4.0,3.0,1.0,5.0,5.0,5.0,4.0,1
941,deutsche-bank,Januar 2022,Ich bin sehr zufrieden,recommended,3.0,5.0,3.0,5.0,5.0,5.0,4.0,4.0,5.0,3.0,5.0,3.0,1
942,adidas,Dezember 2021,Alles gut,recommended,4.0,4.0,4.0,5.0,5.0,4.0,4.0,5.0,4.0,5.0,4.0,4.0,1
943,qiagen,Dezember 2017,Continuously optimizing for more business success,not_recommended,3.0,4.0,3.0,3.0,3.0,4.0,4.0,3.0,3.0,2.0,3.0,3.0,0
944,volkswagen,April 2022,Arbeitsgebeber mit Verantwortung,recommended,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,1
945,covestro-deutschland3,Februar 2021,Es kann noch vieles besser werden,not_recommended,2.0,2.0,2.0,2.0,4.0,3.0,4.0,1.0,3.0,4.0,2.0,4.0,0
946,mtuaeroengines,März 2022,Zusammenfassend ein super Arbeitgeber,recommended,5.0,5.0,5.0,3.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,1
947,deutsche-boerse,Oktober 2021,Top Ausbildungsplatz :),recommended,,,,,,,,,,,,,1
948,vonovia-se,März 2022,Mitarbeiter werden bewusst in Gefahr gebracht!,not_recommended,4.0,1.0,2.0,1.0,2.0,4.0,4.0,1.0,2.0,1.0,1.0,,0
949,daimler-truck3,Februar 2022,Guter Arbeitgeber - allerdings geht viel über ein „gutes Netzwerk“,recommended,4.0,3.0,3.0,4.0,4.0,4.0,4.0,3.0,5.0,4.0,4.0,5.0,1
950,deutsche-post,April 2022,"Sehr Zeitintensiv, besonders dann, wenn Familien (normalerweise) zusammen kommen (Ostern, Weihnachtszeit)…",recommended,4.0,4.0,4.0,3.0,3.0,3.0,3.0,4.0,3.0,3.0,3.0,3.0,1
951,henkel-aa,April 2021,Ein guter und sozial eingestellter Arbeitgeber mit vielen Angeboten für die Mitarbeiter.,recommended,3.0,5.0,5.0,5.0,4.0,5.0,5.0,5.0,4.0,5.0,,5.0,1
952,siemens,Januar 2022,Faire Bezahlung,recommended,4.0,4.0,4.0,5.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,4.0,1
953,fresenius-medical-care,Oktober 2020,They care 4 patients,not_recommended,3.0,3.0,2.0,3.0,3.0,4.0,4.0,3.0,3.0,2.0,3.0,3.0,0
954,bayer,Juli 2021,Menschlichkeit bleibt auf der Strecke,recommended,1.0,4.0,2.0,3.0,3.0,1.0,4.0,4.0,5.0,4.0,3.0,4.0,1
955,delivery-hero,Juni 2018,Große Herausforderung und viel gelernt auf internationaler Ebene!,recommended,4.0,3.0,3.0,3.0,3.0,2.0,3.0,2.0,2.0,4.0,3.0,4.0,1
956,qiagen,April 2019,Besseres Erwartungsmanagement der Führungskräfte/ Transparentere Kommunikation,not_recommended,5.0,2.0,1.0,5.0,2.0,3.0,4.0,3.0,2.0,1.0,3.0,,0
957,zalando,Juli 2021,Es könnte so toll sein...,recommended,5.0,2.0,3.0,5.0,2.0,5.0,4.0,5.0,2.0,3.0,3.0,3.0,1
958,mercedes-benz-group,April 2022,Nicht nur familienfreundlich sondern auch viele weitere Benefits!,recommended,5.0,4.0,4.0,5.0,4.0,5.0,4.0,5.0,4.0,5.0,5.0,5.0,1
959,mercedes-benz-group,April 2022,Sehr Familienfreundlich,recommended,5.0,3.0,5.0,5.0,5.0,5.0,5.0,4.0,5.0,3.0,4.0,4.0,1
960,hellofresh,März 2019,"Great company, little money for the job!",recommended,4.0,5.0,2.0,3.0,5.0,5.0,5.0,4.0,1.0,2.0,4.0,4.0,1
961,fresenius-medical-care,April 2022,Top Arbeitgeber mit kleinen Makeln,recommended,4.0,4.0,3.0,5.0,4.0,4.0,5.0,4.0,4.0,3.0,4.0,5.0,1
962,sap,März 2022,Traumjob,recommended,4.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,1
963,hannover-rueckversicherung,Juli 2020,Einer der besten Arbeitgeber in Hannover,recommended,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,1
964,adidas,Oktober 2021,getting worse and worse each day...,not_recommended,2.0,2.0,3.0,3.0,1.0,1.0,1.0,3.0,1.0,2.0,2.0,4.0,0
965,deutsche-boerse,Mai 2018,Ein guter Arbeitgeber,recommended,4.0,5.0,4.0,5.0,4.0,5.0,5.0,4.0,4.0,4.0,4.0,3.0,1
966,bmwgroup,Januar 2022,"Hoher Arbeitsdruck, herausfordernde Aufgabe, Abwechslungsreiche Tätigkeit, Teamwork orientier, dafür aber gut bezahlt",recommended,5.0,5.0,4.0,5.0,4.0,5.0,5.0,5.0,5.0,5.0,4.0,5.0,1
967,zalando,März 2021,"Außen hui, innen pfui",not_recommended,4.0,1.0,1.0,2.0,2.0,4.0,2.0,2.0,1.0,1.0,3.0,1.0,0
968,vonovia-se,Mai 2022,Nein danke der Vorgesetzte behält sich so wie um 19.30 Jahr er hat immer Recht und schreit Rum .,not_recommended,1.0,,1.0,1.0,,1.0,2.0,,1.0,1.0,1.0,,0
969,rwe,September 2019,Ein Arbeitgeber zum Weiterempfehlen!,recommended,5.0,5.0,5.0,5.0,3.0,4.0,5.0,5.0,4.0,4.0,4.0,4.0,1
970,eon,Februar 2021,"Das ""Großkonzern-Sein"" kostet (zu?) viel an Kreativität, Flexibilität und Innovation",not_recommended,2.0,2.0,2.0,2.0,3.0,2.0,4.0,2.0,3.0,1.0,3.0,2.0,0
971,infineon-technologies,Dezember 2021,"aufschlussreich, bemüht",recommended,4.0,5.0,4.0,4.0,5.0,5.0,5.0,4.0,5.0,4.0,5.0,5.0,1
972,deutsche-boerse,Oktober 2019,"ich hatte große Hoffnungen, leider eiskalt zerstört",not_recommended,1.0,1.0,1.0,3.0,1.0,,1.0,,2.0,,1.0,,0
973,muenchener-rueckversicherung,Juli 2017,"Münchener Rückversicherungs-Gesellschaft Aktiengesellschaft in München, 3.7 von 5",recommended,4.0,3.0,4.0,3.0,4.0,3.0,4.0,4.0,5.0,3.0,4.0,4.0,1
974,hannover-rueckversicherung,Januar 2022,Durchweg solide,recommended,,4.0,4.0,4.0,4.0,5.0,4.0,5.0,3.0,2.0,4.0,3.0,1
975,vonovia-se,September 2021,Nie mehr woanders!,recommended,5.0,3.0,3.0,4.0,5.0,5.0,4.0,5.0,3.0,5.0,4.0,5.0,1
976,linde,April 2020,"Eigentlich Gute Firma, mal sehen was die Fusion daraus macht.",not_recommended,4.0,3.0,3.0,4.0,3.0,5.0,4.0,3.0,5.0,3.0,5.0,3.0,0
977,airbus,Februar 2021,Ich arbeite sehr gerne bei der Airbus Bank,recommended,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,1
978,mercedes-benz-group,März 2022,Ein wirklich guter Arbeitgeber,recommended,4.0,4.0,3.0,4.0,2.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,1
979,covestro-deutschland3,Mai 2020,"Ein modernes Unternehmen, bei dem es leicht fällt, sich mit ihm zu identifizieren",recommended,5.0,5.0,5.0,4.0,4.0,4.0,5.0,5.0,5.0,5.0,,4.0,1
980,deutsche-post,April 2022,Durchgangslager,not_recommended,2.0,,2.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,0
981,rwe,Juni 2020,"Früher innogy Gas Storage NWE GmbH, neuer Name aber keine Veränderung",not_recommended,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0
982,mercedes-benz-group,Januar 2022,"Schlechte Meisterei, schlechte Organisation",not_recommended,1.0,1.0,2.0,1.0,1.0,5.0,5.0,2.0,4.0,1.0,1.0,3.0,0
983,hannover-rueckversicherung,Mai 2019,International und familienfreundlich,recommended,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,1
984,sartorius,April 2022,"Sehr sozialer Arbeitgeber, sowohl für Angestellte als auch Zeitarbeiter",recommended,3.0,5.0,5.0,5.0,3.0,5.0,3.0,4.0,5.0,5.0,5.0,5.0,1
985,basf-se,November 2021,"BASF BERLIN, Not recommend! Others except here!",not_recommended,2.0,2.0,2.0,1.0,2.0,2.0,1.0,3.0,2.0,1.0,2.0,1.0,0
986,muenchener-rueckversicherung,Mai 2018,Goldener Käfig,not_recommended,3.0,1.0,1.0,3.0,3.0,4.0,4.0,5.0,5.0,3.0,5.0,5.0,0
987,merckaa,April 2022,Nicht alles was glänzt ist gold,not_recommended,,,,,,,,,,,,,0
988,volkswagen,September 2021,Gutes Gehalt und vernünftige Arbeitszeiten sind das einzige was einen dort hält.,recommended,4.0,3.0,3.0,1.0,4.0,4.0,3.0,4.0,2.0,3.0,2.0,4.0,1
989,basf-se,November 2021,Als Neuling ist man verloren ohne Ansprechpartner,not_recommended,,,,2.0,3.0,,5.0,,4.0,,3.0,,0
990,deutsche-post,April 2022,Ist ok!,not_recommended,3.0,5.0,3.0,2.0,2.0,3.0,3.0,3.0,4.0,3.0,4.0,3.0,0
991,fresenius-se,April 2018,Top Arbeitszeiten,recommended,5.0,5.0,4.0,4.0,4.0,5.0,4.0,5.0,4.0,5.0,5.0,5.0,1
992,fresenius-medical-care,April 2020,Top Arbeitgeber,recommended,5.0,4.0,4.0,5.0,5.0,,5.0,5.0,4.0,5.0,3.0,5.0,1
993,brenntag,Juni 2020,Flexible work at the Brenntag,recommended,4.0,4.0,4.0,5.0,5.0,4.0,4.0,5.0,4.0,4.0,5.0,5.0,1
994,delivery-hero,April 2015,"Viel zu tun, viele Möglichkeiten, aber kaum Handlungsspielraum",recommended,4.0,2.0,1.0,1.0,4.0,2.0,2.0,2.0,5.0,2.0,2.0,3.0,1
995,hellofresh,Januar 2019,Mehr geht nicht.,recommended,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,3.0,5.0,1
996,mtuaeroengines,März 2022,TOP Arbeitgeber Deutschland,recommended,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,1
997,zalando,November 2021,Herausfordernd und Abwechslungsreich,recommended,4.0,4.0,3.0,3.0,3.0,4.0,4.0,3.0,4.0,4.0,3.0,3.0,1
998,fresenius-se,Juli 2015,Starke Firma und Top Kollegen,recommended,5.0,5.0,4.0,5.0,5.0,5.0,5.0,5.0,4.0,4.0,5.0,5.0,1
999,fresenius-se,Oktober 2017,man wurde nicht richtig angelernt,not_recommended,1.0,4.0,2.0,3.0,2.0,3.0,2.0,3.0,3.0,4.0,2.0,5.0,0
1000,linde,April 2022,Super Erfahrung und tolles Team!,recommended,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,5.0,5.0,5.0,1
1001,sartorius,März 2022,Hier kann man wenig besser machen.,recommended,4.0,4.0,5.0,4.0,5.0,5.0,4.0,5.0,5.0,5.0,4.0,5.0,1
1002,fresenius-medical-care,Juni 2020,Nur Politik,not_recommended,4.0,3.0,2.0,3.0,1.0,5.0,3.0,4.0,3.0,2.0,5.0,4.0,0
1003,mtuaeroengines,März 2022,MTU ein Arbeitgeber bei dem man nur eine Nummer ist.,not_recommended,3.0,2.0,2.0,3.0,4.0,3.0,4.0,4.0,1.0,2.0,4.0,1.0,0
1004,airbus,Januar 2022,Na ja,not_recommended,2.0,3.0,1.0,2.0,2.0,3.0,4.0,3.0,3.0,2.0,4.0,3.0,0
1005,rwe,September 2021,Kommunikative Begleitung der ambitionierten Transformation eines Traditionsunternehmens in einem tollen Team,recommended,4.0,5.0,4.0,4.0,5.0,5.0,4.0,5.0,4.0,4.0,4.0,5.0,1
1006,symrise,Juli 2019,Symrise ist ein vielseitiger Betrieb in dem man viele Möglichkeiten hat.,recommended,5.0,5.0,3.0,3.0,5.0,5.0,3.0,5.0,3.0,5.0,4.0,5.0,1
1007,mtuaeroengines,Mai 2022,Sehr toller Arbeitgeber,recommended,4.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,5.0,5.0,1
1008,continental-gruppe,April 2022,Alleine unter Fremden,recommended,1.0,3.0,3.0,2.0,1.0,,5.0,,1.0,5.0,5.0,2.0,1
1009,deutsche-bank,Oktober 2021,Deutsche Bank,recommended,2.0,5.0,5.0,4.0,4.0,5.0,5.0,5.0,5.0,3.0,5.0,5.0,1
1010,sap,April 2022,Toller Arbeitgeber,recommended,4.0,3.0,3.0,4.0,3.0,4.0,5.0,3.0,3.0,4.0,4.0,4.0,1
1011,deutsche-boerse,Juli 2019,Tolle Erfahrung,not_recommended,3.0,3.0,3.0,2.0,3.0,3.0,3.0,4.0,4.0,2.0,3.0,4.0,0
1012,symrise,Februar 2019,Symrise fit für die Zukunft,recommended,5.0,5.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,1
1013,fresenius-medical-care,November 2021,Chaotische Zustände und veraltete Technologien,not_recommended,1.0,5.0,1.0,2.0,2.0,5.0,2.0,2.0,4.0,2.0,3.0,3.0,0
1014,porsche-gruppe,Januar 2022,"Coronaregeln werden nicht eingehalten, Betriebsrat entscheidet ohne Belegschaft, Management ist nur auf Profit aus!",not_recommended,4.0,4.0,1.0,2.0,3.0,3.0,3.0,2.0,5.0,2.0,1.0,4.0,0
1015,merckaa,November 2019,Ich kann mich nicht beschweren,recommended,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,1
1016,merckaa,Mai 2020,toller Arbeitgeber!,recommended,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,1
1017,brenntag,November 2021,Ein der besten Arbeitgeber,recommended,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,1
1018,deutsche-telekom,März 2022,Mehr Schein als sein,not_recommended,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0
1019,deutsche-boerse,Oktober 2021,"Tolle Kolleg*innen, super Arbeitsatmosphäre, abwechslungsreiche Aufgaben - top Gestamtpaket!",recommended,5.0,5.0,5.0,5.0,5.0,,5.0,,,5.0,5.0,,1
1020,fresenius-medical-care,Dezember 2018,"Respektlose, kaum wertschätzendes Verhalten ohne jede soziale Verantwortung!",not_recommended,2.0,3.0,1.0,2.0,1.0,2.0,2.0,3.0,3.0,3.0,3.0,3.0,0
1021,fresenius-medical-care,Mai 2019,Schlechteste Entscheidung in meinem Leben!,not_recommended,1.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,4.0,1.0,2.0,2.0,0
1022,delivery-hero,April 2022,Lieferant für Mjam (Market) - nicht zu empfehlen,not_recommended,1.0,2.0,3.0,1.0,4.0,4.0,4.0,2.0,2.0,2.0,2.0,3.0,0
1023,qiagen,Mai 2019,"Aussen hui, innen ...",not_recommended,2.0,2.0,2.0,3.0,1.0,2.0,3.0,2.0,2.0,2.0,1.0,4.0,0
1024,sartorius,Januar 2021,"Ex-Mitarbeiter in der Abteilung Softwaretests.
Die Führungsqualität ist bedauernswert. Mangelnde Kommunikation .",recommended,4.0,4.0,1.0,4.0,1.0,,3.0,3.0,4.0,,3.0,,1
1025,fresenius-medical-care,August 2020,Soll eine Vorzeigefirma sein?????,not_recommended,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,2.0,4.0,0
1026,mtuaeroengines,März 2022,Ein guter Arbeitgeber mit zufriedenstellender Arbeit,recommended,4.0,4.0,5.0,5.0,3.0,4.0,3.0,5.0,5.0,3.0,4.0,4.0,1
1027,bayer,November 2021,Bayer ein Arbeitgeber mit vielen Möglichkeiten und viel Gutem für den Arbeitnehmer,recommended,5.0,5.0,4.0,5.0,4.0,5.0,5.0,4.0,5.0,4.0,5.0,5.0,1
1028,henkel-aa,November 2020,Top Arbeitgeber,recommended,5.0,5.0,4.0,5.0,5.0,5.0,5.0,3.0,4.0,3.0,5.0,5.0,1
1029,linde,Januar 2022,Verpasste Chance,recommended,,,,,,,,,,,,,1
1030,sartorius,Januar 2022,Sartorius Stedim Biotech Göttingen,recommended,5.0,5.0,5.0,5.0,4.0,4.0,5.0,5.0,5.0,5.0,4.0,5.0,1
1031,fresenius-se,Mai 2019,Super Arbeitgeber mit netten Kollegen,recommended,5.0,4.0,5.0,5.0,5.0,4.0,5.0,4.0,4.0,5.0,5.0,5.0,1
1032,basf-se,Dezember 2021,"I worked on 3 projects in the disruptive innovation space, overall my team was completely satisfied with my performance",recommended,4.0,5.0,5.0,4.0,5.0,5.0,5.0,5.0,4.0,5.0,4.0,4.0,1
1033,sap,Februar 2022,"Gute Firma, schlechtes Gehaltssystem mit zu viel Willkür",recommended,3.0,3.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,1
1034,qiagen,Juli 2021,"Wer kann, verlässt das Unternehmen.",not_recommended,2.0,1.0,2.0,1.0,3.0,3.0,1.0,1.0,1.0,3.0,3.0,1.0,0
1035,henkel-aa,September 2020,Sehr internationales Unternehmen mit sehr agilem Spirit!,recommended,5.0,4.0,,5.0,5.0,5.0,5.0,5.0,5.0,4.0,5.0,4.0,1
1036,bmwgroup,März 2022,Bin gut zufrieden,recommended,5.0,5.0,4.0,5.0,5.0,5.0,5.0,4.0,5.0,5.0,4.0,5.0,1
1037,sartorius,Mai 2022,Mobbinf und Bossing werden hier groß geschrieben,not_recommended,3.0,1.0,3.0,1.0,2.0,1.0,2.0,1.0,1.0,3.0,1.0,1.0,0
1038,continental-gruppe,Januar 2022,Mehr Schein als Sein,not_recommended,1.0,2.0,1.0,5.0,1.0,3.0,1.0,1.0,1.0,,5.0,3.0,0
1039,airbus,Januar 2022,"Traumjob, wenn Netzwerken Dein Fall ist",recommended,4.0,4.0,3.0,4.0,3.0,3.0,2.0,4.0,5.0,4.0,5.0,5.0,1
1040,deutsche-bank,Februar 2022,"Gut: 3,2 von 5 Sternen",recommended,1.0,4.0,1.0,3.0,3.0,4.0,4.0,1.0,3.0,5.0,5.0,5.0,1
